"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP018714","AP018715","Ben","Bill","Bob","Bop","CCS1","Car","Carl","KY549443","NC_027335","NC_029009","NC_029026","Tex","V12","phief24c_oriented"
"group_242","","hypothetical protein","2","2","1","1","560","1","191","","170","170","170","NIGGIMMC_00085","","","","","","","EGEOBHOM_00182","","","","","","","",""
"group_245","","hypothetical protein","2","2","1","1","227","1","225","","560","560","560","NIGGIMMC_00100","","","","","","","","","","EFIMCMEB_00001","","","","",""
"group_270","","hypothetical protein","2","2","1","1","516","2","112","","689","689","689","","ENPKHIHN_00060","","","","","","","","APLKDIED_00032","","","","","",""
"group_273","","hypothetical protein","2","2","1","1","200","1","84","","224","224","224","","ENPKHIHN_00124","","","","","","","","","","","IJMJAIPA_00059","","",""
"group_275","","hypothetical protein","2","2","1","1","10","1","307","","695","722","708","","ENPKHIHN_00132","","","","","","","","","EFIMCMEB_00180","","","","",""
"group_317","","hypothetical protein","2","2","1","1","44","1","34","","419","446","432","","","AMNIBMGE_00174","","","","JEFDOCMN_00029","","","","","","","","",""
"group_331","","hypothetical protein","2","2","1","1","451","2","39","","1097","1112","1104","","","","DIEEDFHO_00123","","","","","","","","","IJMJAIPA_00166","","",""
"group_334","","hypothetical protein","2","2","1","1","211","1","261","","245","245","245","","","","","FGBNBECL_00018","","","","","","","","","","","OOCDCBIJ_00028"
"group_335","","hypothetical protein","2","2","1","1","11","1","306","","263","263","263","","","","","FGBNBECL_00026","","","","","","","","","","","OOCDCBIJ_00037"
"group_339","","hypothetical protein","2","2","1","1","37","1","280","","647","686","666","","","","","","KEBGJNKE_00029","","","","","","","","","FLJIFKPE_00035",""
"group_340","","hypothetical protein","2","2","1","1","23","1","9","","212","233","222","","","","","","KEBGJNKE_00055","","","","","","","","","FLJIFKPE_00057",""
"group_343","","hypothetical protein","2","2","1","1","288","1","114","","404","404","404","","","","","","KEBGJNKE_00184","JEFDOCMN_00175","","","","","","","","",""
"group_344","","hypothetical protein","2","2","1","1","194","1","268","","308","308","308","","","","","","","JEFDOCMN_00007","","","","","","","BOCOCLFO_00008","",""
"group_347","","hypothetical protein","2","2","1","1","179","1","288","","164","164","164","","","","","","","JEFDOCMN_00017","","","","","","","BOCOCLFO_00019","",""
"group_350","","hypothetical protein","2","2","1","1","48","1","21","","296","296","296","","","","","","","JEFDOCMN_00031","","","","","","","BOCOCLFO_00032","",""
"group_351","","hypothetical protein","2","2","1","1","53","1","40","","398","398","398","","","","","","","JEFDOCMN_00033","","","","","","","BOCOCLFO_00034","",""
"group_353","","hypothetical protein","2","2","1","1","315","1","5","","362","365","363","","","","","","","JEFDOCMN_00057","","","","","","","BOCOCLFO_00059","",""
"group_355","","Endolysin","2","2","1","1","347","1","442","","164","164","164","","","","","","","JEFDOCMN_00075","","","APLKDIED_00118","","","","","",""
"group_357","","hypothetical protein","2","2","1","1","439","2","17","","2414","2414","2414","","","","","","","JEFDOCMN_00131","","","","","","","BOCOCLFO_00128","",""
"group_360","","hypothetical protein","2","2","1","1","240","1","134","","680","680","680","","","","","","","JEFDOCMN_00191","","","","","","","BOCOCLFO_00182","",""
"group_361","","hypothetical protein","2","2","1","1","268","1","135","","134","734","434","","","","","","","JEFDOCMN_00192","","","","","","","BOCOCLFO_00183","",""
"group_362","","hypothetical protein","2","2","1","1","254","1","153","","275","275","275","","","","","","","JEFDOCMN_00202","","","APLKDIED_00196","","","","","",""
"group_365","","hypothetical protein","2","2","1","1","517","2","73","","578","578","578","","","","","","","","","","APLKDIED_00045","","","","BOCOCLFO_00151","",""
"group_366","","hypothetical protein","2","2","1","1","356","1","433","","419","437","428","","","","","","","","","","APLKDIED_00111","","","","BOCOCLFO_00085","",""
"thy","","putative thymidylate synthase","2","2","1","1","321","1","387","","959","959","959","","","","","","","","","","APLKDIED_00135","","","","BOCOCLFO_00054","",""
"group_369","","hypothetical protein","2","2","1","1","621","1","159","","377","377","377","","","","","","","","","","APLKDIED_00190","","","","BOCOCLFO_00200","",""
"group_370","","hypothetical protein","2","2","1","1","249","1","157","","236","236","236","","","","","","","","","","APLKDIED_00192","","","","BOCOCLFO_00198","",""
"group_372","","hypothetical protein","2","2","1","1","13","1","312","","158","158","158","","","","","","","","","","","EFIMCMEB_00175","","IJMJAIPA_00045","","",""
"group_373","","hypothetical protein","2","2","1","1","159","1","266","","179","179","179","","","","","","","","","","","","","IJMJAIPA_00055","","","OOCDCBIJ_00032"
"group_374","","hypothetical protein","2","2","1","1","206","1","79","","167","167","167","","","","","","","","","","","","","IJMJAIPA_00064","","","OOCDCBIJ_00020"
"group_38","","hypothetical protein","2","2","1","1","245","1","146","","224","488","356","","","","","","","JEFDOCMN_00200","","","","","","","","FLJIFKPE_00209",""
"group_4","","hypothetical protein","2","2","1","1","300","3","20","","287","1061","674","","","","","","","","","","APLKDIED_00098","","","","","FLJIFKPE_00124",""
"group_42","","hypothetical protein","2","2","1","1","468","2","9","","3320","3320","3320","","","","DIEEDFHO_00138","","","","","","","","","","BOCOCLFO_00137","",""
"group_434","","hypothetical protein","2","2","1","1","232","1","184","","563","563","563","","ENPKHIHN_00101","","","","","","","","","","","IJMJAIPA_00091","","",""
"group_437","","hypothetical protein","2","2","1","1","199","1","85","","212","212","212","","ENPKHIHN_00123","","","","","","","","","EFIMCMEB_00187","","","","",""
"group_446","","hypothetical protein","2","2","1","1","239","1","110","","293","293","293","","","AMNIBMGE_00015","DIEEDFHO_00181","","","","","","","","","","","",""
"group_45","","hypothetical protein","2","2","1","1","513","2","120","","389","479","434","","","","","","","","","NGDEOPKE_00147","","EFIMCMEB_00042","","","","",""
"group_490","","hypothetical protein","2","2","1","1","33","1","11","","233","233","233","","","AMNIBMGE_00155","DIEEDFHO_00053","","","","","","","","","","","",""
"group_491","","hypothetical protein","2","2","1","1","24","1","10","","242","242","242","","","AMNIBMGE_00156","DIEEDFHO_00052","","","","","","","","","","","",""
"group_492","","hypothetical protein","2","2","1","1","25","1","13","","422","422","422","","","AMNIBMGE_00157","DIEEDFHO_00051","","","","","","","","","","","",""
"group_497","","hypothetical protein","2","2","1","1","165","1","278","","263","263","263","","","AMNIBMGE_00186","DIEEDFHO_00022","","","","","","","","","","","",""
"group_498","","hypothetical protein","2","2","1","1","172","1","277","","389","389","389","","","AMNIBMGE_00187","DIEEDFHO_00021","","","","","","","","","","","",""
"group_504","","hypothetical protein","2","2","1","1","45","1","32","","323","323","323","","","","DIEEDFHO_00034","","KEBGJNKE_00037","","","","","","","","","",""
"group_511","","hypothetical protein","2","2","1","1","204","1","76","","308","308","308","","","","","FGBNBECL_00015","","","","","","","","","","","OOCDCBIJ_00024"
"group_512","","hypothetical protein","2","2","1","1","197","1","83","","248","248","248","","","","","FGBNBECL_00020","","","","","","","","","","","OOCDCBIJ_00030"
"group_515","","hypothetical protein","2","2","1","1","149","1","68","","377","377","377","","","","","FGBNBECL_00031","","","","","","","","","","","OOCDCBIJ_00042"
"group_517","","hypothetical protein","2","2","1","1","120","1","341","","317","317","317","","","","","FGBNBECL_00057","","","","","","","","","","","OOCDCBIJ_00068"
"group_521","","hypothetical protein","2","2","1","1","448","2","38","","836","836","836","","","","","FGBNBECL_00119","","","","","","","","","","","OOCDCBIJ_00129"
"group_524","","hypothetical protein","2","2","1","1","293","2","83","","632","632","632","","","","","FGBNBECL_00144","","","","","","","","","","","OOCDCBIJ_00153"
"group_526","","hypothetical protein","2","2","1","1","226","1","183","","227","227","227","","","","","FGBNBECL_00195","","","","","","","","","","","OOCDCBIJ_00202"
"group_530","","hypothetical protein","2","2","1","1","175","1","275","","386","386","386","","","","","","KEBGJNKE_00024","","","","","","","","","FLJIFKPE_00030",""
"group_537","","hypothetical protein","2","2","1","1","187","1","294","","236","236","236","","","","","","","JEFDOCMN_00012","","","","","","","BOCOCLFO_00014","",""
"group_548","","hypothetical protein","2","2","1","1","298","3","24","","257","257","257","","","","","","","JEFDOCMN_00105","","","APLKDIED_00101","","","","","",""
"group_555","","hypothetical protein","2","2","1","1","600","1","248","","434","434","434","","","","","","","","EGEOBHOM_00006","NGDEOPKE_00202","","","","","","",""
"group_556","","hypothetical protein","2","2","1","1","161","1","264","","248","248","248","","","","","","","","EGEOBHOM_00018","NGDEOPKE_00004","","","","","","",""
"group_557","","hypothetical protein","2","2","1","1","150","1","315","","380","380","380","","","","","","","","EGEOBHOM_00028","NGDEOPKE_00014","","","","","","",""
"group_558","","hypothetical protein","2","2","1","1","125","1","337","","437","437","437","","","","","","","","EGEOBHOM_00050","NGDEOPKE_00036","","","","","","",""
"group_565","","DNA endonuclease I-HmuI","2","2","1","1","536","2","114","","839","839","839","","","","","","","","","NGDEOPKE_00151","","EFIMCMEB_00037","","","","",""
"group_64","","hypothetical protein","2","2","1","1","476","2","7","","176","881","528","","","","DIEEDFHO_00148","","","JEFDOCMN_00153","","","","","","","","",""
"group_92","","Serine/threonine-protein phosphatase","2","2","1","1","19","1","61","","233","683","458","","ENPKHIHN_00158","","","","","","","","","EFIMCMEB_00153","","","","",""
"group_1","","hypothetical protein","1","1","1","1","378","3","6","","287","287","287","","","","","","","","EGEOBHOM_00098","","","","","","","",""
"group_126","","hypothetical protein","1","1","1","1","418","5","1","","275","275","275","","","","","","","","","","","EFIMCMEB_00087","","","","",""
"group_129","","hypothetical protein","1","1","1","1","297","2","36","","197","197","197","","","","","","","","","","","EFIMCMEB_00079","","","","",""
"group_134","","hypothetical protein","1","1","1","1","505","2","101","","113","113","113","","","","","","","","","","","EFIMCMEB_00046","","","","",""
"group_169","","Putative major capsid protein","1","1","1","1","399","5","6","","356","356","356","","","","","","","","","","","EFIMCMEB_00091","","","","",""
"group_179","","hypothetical protein","1","1","1","1","532","2","105","","419","419","419","","","","","","","","","","APLKDIED_00028","","","","","",""
"group_30","","hypothetical protein","1","1","1","1","272","1","112","","548","548","548","","","","","","","","","","","","MHALOBAC_00194","","","",""
"group_304","","hypothetical protein","1","1","1","1","337","1","401","","998","998","998","","","","","","KEBGJNKE_00079","","","","","","","","","",""
"group_305","","hypothetical protein","1","1","1","1","336","1","452","","998","998","998","","","","","","","JEFDOCMN_00063","","","","","","","","",""
"group_32","","hypothetical protein","1","1","1","1","292","2","111","","422","422","422","","","","","","","","","","APLKDIED_00031","","","","","",""
"group_384","","hypothetical protein","1","1","1","1","456","2","47","","2450","2450","2450","NIGGIMMC_00028","","","","","","","","","","","","","","",""
"group_385","","hypothetical protein","1","1","1","1","296","2","48","","728","728","728","NIGGIMMC_00029","","","","","","","","","","","","","","",""
"group_41","","hypothetical protein","1","1","1","1","466","2","35","","260","260","260","","","","","","","","","","","EFIMCMEB_00066","","","","",""
"group_417","","hypothetical protein","1","1","1","1","587","1","177","","140","140","140","NIGGIMMC_00111","","","","","","","","","","","","","","",""
"group_418","","hypothetical protein","1","1","1","1","597","1","249","","434","434","434","NIGGIMMC_00117","","","","","","","","","","","","","","",""
"group_419","","hypothetical protein","1","1","1","1","15","1","66","","500","500","500","NIGGIMMC_00145","","","","","","","","","","","","","","",""
"group_435","","hypothetical protein","1","1","1","1","230","1","224","","380","380","380","","ENPKHIHN_00103","","","","","","","","","","","","","",""
"group_436","","hypothetical protein","1","1","1","1","221","1","175","","170","170","170","","ENPKHIHN_00116","","","","","","","","","","","","","",""
"group_438","","hypothetical protein","1","1","1","1","106","1","344","","317","317","317","","ENPKHIHN_00162","","","","","","","","","","","","","",""
"group_439","","hypothetical protein","1","1","1","1","107","1","343","","122","122","122","","ENPKHIHN_00163","","","","","","","","","","","","","",""
"group_440","","hypothetical protein","1","1","1","1","108","1","342","","413","413","413","","ENPKHIHN_00164","","","","","","","","","","","","","",""
"group_441","","hypothetical protein","1","1","1","1","21","1","56","","254","254","254","","ENPKHIHN_00173","","","","","","","","","","","","","",""
"group_445","","hypothetical protein","1","1","1","1","241","1","108","","236","236","236","","","AMNIBMGE_00012","","","","","","","","","","","","",""
"group_46","","hypothetical protein","1","1","1","1","512","2","1","","479","479","479","","","","","","","","","","","EFIMCMEB_00041","","","","",""
"group_503","","hypothetical protein","1","1","1","1","217","1","88","","173","173","173","","","","DIEEDFHO_00007","","","","","","","","","","","",""
"group_505","","tRNA-Gly(tcc)","1","1","1","1","312","1","404","","72","72","72","","","","DIEEDFHO_00084","","","","","","","","","","","",""
"group_506","","hypothetical protein","1","1","1","1","471","2","8","","287","287","287","","","","DIEEDFHO_00144","","","","","","","","","","","",""
"group_507","","hypothetical protein","1","1","1","1","247","1","103","","443","443","443","","","","DIEEDFHO_00194","","","","","","","","","","","",""
"group_509","","hypothetical protein","1","1","1","1","607","1","78","","200","200","200","","","","","FGBNBECL_00011","","","","","","","","","","",""
"group_510","","hypothetical protein","1","1","1","1","201","1","73","","227","227","227","","","","","FGBNBECL_00014","","","","","","","","","","",""
"group_513","","hypothetical protein","1","1","1","1","6","1","69","","938","938","938","","","","","FGBNBECL_00022","","","","","","","","","","",""
"group_514","","hypothetical protein","1","1","1","1","7","1","70","","284","284","284","","","","","FGBNBECL_00023","","","","","","","","","","",""
"group_516","","hypothetical protein","1","1","1","1","17","1","62","","194","194","194","","","","","FGBNBECL_00051","","","","","","","","","","",""
"group_519","","hypothetical protein","1","1","1","1","81","1","376","","716","716","716","","","","","FGBNBECL_00079","","","","","","","","","","",""
"group_52","","hypothetical protein","1","1","1","1","14","1","67","","152","152","152","","","","","","","","","","","EFIMCMEB_00170","","","","",""
"group_523","","hypothetical protein","1","1","1","1","294","2","57","","953","953","953","","","","","FGBNBECL_00135","","","","","","","","","","",""
"group_525","","hypothetical protein","1","1","1","1","236","1","190","","302","302","302","","","","","FGBNBECL_00188","","","","","","","","","","",""
"group_527","","hypothetical protein","1","1","1","1","585","1","178","","278","278","278","","","","","FGBNBECL_00209","","","","","","","","","","",""
"group_528","","hypothetical protein","1","1","1","1","223","1","179","","227","227","227","","","","","FGBNBECL_00210","","","","","","","","","","",""
"group_529","","hypothetical protein","1","1","1","1","8","1","71","","149","149","149","","","","","","KEBGJNKE_00016","","","","","","","","","",""
"group_531","","tRNA-Ala(tgc)","1","1","1","1","308","1","406","","72","72","72","","","","","","KEBGJNKE_00089","","","","","","","","","",""
"group_532","","hypothetical protein","1","1","1","1","304","1","429","","284","284","284","","","","","","KEBGJNKE_00101","","","","","","","","","",""
"hegA","","H-N-H endonuclease F-TflIV","1","1","1","1","370","1","412","","683","683","683","","","","","","KEBGJNKE_00116","","","","","","","","","",""
"group_534","","hypothetical protein","1","1","1","1","4","1","86","","242","242","242","","","","","","","JEFDOCMN_00004","","","","","","","","",""
"group_535","","hypothetical protein","1","1","1","1","5","1","87","","242","242","242","","","","","","","JEFDOCMN_00006","","","","","","","","",""
"group_538","","hypothetical protein","1","1","1","1","170","1","276","","143","143","143","","","","","","","JEFDOCMN_00019","","","","","","","","",""
"group_539","","hypothetical protein","1","1","1","1","35","1","23","","110","110","110","","","","","","","JEFDOCMN_00024","","","","","","","","",""
"group_540","","hypothetical protein","1","1","1","1","29","1","20","","491","491","491","","","","","","","JEFDOCMN_00043","","","","","","","","",""
"group_541","","hypothetical protein","1","1","1","1","30","1","12","","260","260","260","","","","","","","JEFDOCMN_00044","","","","","","","","",""
"group_542","","hypothetical protein","1","1","1","1","88","1","8","","92","92","92","","","","","","","JEFDOCMN_00047","","","","","","","","",""
"group_543","","Thymidylate synthase","1","1","1","1","320","1","388","","881","881","881","","","","","","","JEFDOCMN_00052","","","","","","","","",""
"group_547","","tRNA-Gly(tcc)","1","1","1","1","307","1","405","","72","72","72","","","","","","","JEFDOCMN_00071","","","","","","","","",""
"group_549","","hypothetical protein","1","1","1","1","435","2","15","","263","263","263","","","","","","","JEFDOCMN_00132","","","","","","","","",""
"group_550","","hypothetical protein","1","1","1","1","428","2","11","","2534","2534","2534","","","","","","","JEFDOCMN_00139","","","","","","","","",""
"group_551","","hypothetical protein","1","1","1","1","427","2","10","","509","509","509","","","","","","","JEFDOCMN_00140","","","","","","","","",""
"group_554","","hypothetical protein","1","1","1","1","253","1","152","","128","128","128","","","","","","","JEFDOCMN_00203","","","","","","","","",""
"group_559","","hypothetical protein","1","1","1","1","379","3","9","","851","851","851","","","","","","","","EGEOBHOM_00099","","","","","","","",""
"group_560","","hypothetical protein","1","1","1","1","383","3","10","","629","629","629","","","","","","","","EGEOBHOM_00101","","","","","","","",""
"group_562","","hypothetical protein","1","1","1","1","96","1","55","","431","431","431","","","","","","","","","NGDEOPKE_00055","","","","","","",""
"group_563","","hypothetical protein","1","1","1","1","69","1","382","","629","629","629","","","","","","","","","NGDEOPKE_00064","","","","","","",""
"group_564","","hypothetical protein","1","1","1","1","80","1","379","","785","785","785","","","","","","","","","NGDEOPKE_00067","","","","","","",""
"group_566","","hypothetical protein","1","1","1","1","273","1","111","","1682","1682","1682","","","","","","","","","","APLKDIED_00010","","","","","",""
"group_567","","hypothetical protein","1","1","1","1","531","2","107","","764","764","764","","","","","","","","","","APLKDIED_00027","","","","","",""
"group_568","","hypothetical protein","1","1","1","1","527","2","4","","497","497","497","","","","","","","","","","APLKDIED_00035","","","","","",""
"group_569","","hypothetical protein","1","1","1","1","519","2","75","","146","146","146","","","","","","","","","","APLKDIED_00043","","","","","",""
"group_570","","Putative endonuclease","1","1","1","1","518","2","74","","977","977","977","","","","","","","","","","APLKDIED_00044","","","","","",""
"group_571","","hypothetical protein","1","1","1","1","469","2","32","","3296","3296","3296","","","","","","","","","","APLKDIED_00062","","","","","",""
"group_572","","hypothetical protein","1","1","1","1","437","2","25","","452","452","452","","","","","","","","","","APLKDIED_00068","","","","","",""
"group_573","","hypothetical protein","1","1","1","1","438","2","24","","2411","2411","2411","","","","","","","","","","APLKDIED_00069","","","","","",""
"group_574","","hypothetical protein","1","1","1","1","449","2","18","","1337","1337","1337","","","","","","","","","","APLKDIED_00075","","","","","",""
"group_575","","hypothetical protein","1","1","1","1","394","3","23","","929","929","929","","","","","","","","","","APLKDIED_00095","","","","","",""
"group_576","","hypothetical protein","1","1","1","1","299","3","21","","920","920","920","","","","","","","","","","APLKDIED_00097","","","","","",""
"group_577","","hypothetical protein","1","1","1","1","373","1","414","","377","377","377","","","","","","","","","","APLKDIED_00104","","","","","",""
"group_578","","tRNA-Arg(tcg)","1","1","1","1","358","1","415","","73","73","73","","","","","","","","","","APLKDIED_00105","","","","","",""
"group_579","","hypothetical protein","1","1","1","1","352","1","435","","1142","1142","1142","","","","","","","","","","APLKDIED_00113","","","","","",""
"NRDD_1","","Anaerobic ribonucleoside-triphosphate reductase","1","1","1","1","335","1","449","","278","278","278","","","","","","","","","","APLKDIED_00125","","","","","",""
"group_581","","DNA endonuclease I-HmuI","1","1","1","1","334","1","450","","596","596","596","","","","","","","","","","APLKDIED_00126","","","","","",""
"NRDD_2","","Anaerobic ribonucleoside-triphosphate reductase","1","1","1","1","333","1","451","","1655","1655","1655","","","","","","","","","","APLKDIED_00127","","","","","",""
"group_583","","hypothetical protein","1","1","1","1","329","1","398","","311","311","311","","","","","","","","","","APLKDIED_00131","","","","","",""
"group_584","","hypothetical protein","1","1","1","1","34","1","38","","392","392","392","","","","","","","","","","APLKDIED_00154","","","","","",""
"group_585","","hypothetical protein","1","1","1","1","177","1","286","","383","383","383","","","","","","","","","","APLKDIED_00168","","","","","",""
"group_586","","hypothetical protein","1","1","1","1","182","1","271","","164","164","164","","","","","","","","","","APLKDIED_00170","","","","","",""
"group_587","","hypothetical protein","1","1","1","1","183","1","272","","197","197","197","","","","","","","","","","APLKDIED_00171","","","","","",""
"group_588","","hypothetical protein","1","1","1","1","191","1","297","","731","731","731","","","","","","","","","","APLKDIED_00178","","","","","",""
"group_589","","hypothetical protein","1","1","1","1","611","1","168","","230","230","230","","","","","","","","","","APLKDIED_00182","","","","","",""
"group_590","","hypothetical protein","1","1","1","1","612","1","167","","260","260","260","","","","","","","","","","APLKDIED_00183","","","","","",""
"group_591","","hypothetical protein","1","1","1","1","613","1","166","","212","212","212","","","","","","","","","","APLKDIED_00184","","","","","",""
"group_592","","hypothetical protein","1","1","1","1","614","1","165","","269","269","269","","","","","","","","","","APLKDIED_00185","","","","","",""
"group_593","","hypothetical protein","1","1","1","1","250","1","156","","290","290","290","","","","","","","","","","APLKDIED_00193","","","","","",""
"group_594","","hypothetical protein","1","1","1","1","255","1","151","","449","449","449","","","","","","","","","","APLKDIED_00197","","","","","",""
"group_595","","hypothetical protein","1","1","1","1","595","1","246","","182","182","182","","","","","","","","","","","EFIMCMEB_00197","","","","",""
"group_596","","hypothetical protein","1","1","1","1","589","1","176","","227","227","227","","","","","","","","","","","EFIMCMEB_00203","","","","",""
"group_597","","hypothetical protein","1","1","1","1","628","1","93","","242","242","242","","","","","","","","","","","","MHALOBAC_00013","","","",""
"group_598","","hypothetical protein","1","1","1","1","28","1","15","","239","239","239","","","","","","","","","","","","MHALOBAC_00051","","","",""
"group_599","","hypothetical protein","1","1","1","1","27","1","17","","233","233","233","","","","","","","","","","","","MHALOBAC_00052","","","",""
"group_6","","hypothetical protein","1","1","1","1","393","3","22","","380","380","380","","","","","","","","","","APLKDIED_00096","","","","","",""
"group_600","","hypothetical protein","1","1","1","1","65","1","18","","176","176","176","","","","","","","","","","","","MHALOBAC_00053","","","",""
"group_601","","hypothetical protein","1","1","1","1","87","1","371","","626","626","626","","","","","","","","","","","","MHALOBAC_00060","","","",""
"group_602","","hypothetical protein","1","1","1","1","311","1","403","","572","572","572","","","","","","","","","","","","MHALOBAC_00085","","","",""
"group_603","","hypothetical protein","1","1","1","1","135","1","328","","164","164","164","","","","","","","","","","","","","IJMJAIPA_00032","","",""
"group_604","","hypothetical protein","1","1","1","1","198","1","265","","248","248","248","","","","","","","","","","","","","IJMJAIPA_00057","","",""
"group_605","","hypothetical protein","1","1","1","1","596","1","250","","434","434","434","","","","","","","","","","","","","IJMJAIPA_00072","","",""
"group_606","","hypothetical protein","1","1","1","1","580","1","234","","443","443","443","","","","","","","","","","","","","IJMJAIPA_00084","","",""
"group_607","","hypothetical protein","1","1","1","1","229","1","229","","671","671","671","","","","","","","","","","","","","IJMJAIPA_00089","","",""
"group_608","","hypothetical protein","1","1","1","1","568","1","219","","293","293","293","","","","","","","","","","","","","IJMJAIPA_00098","","",""
"group_609","","hypothetical protein","1","1","1","1","567","1","218","","302","302","302","","","","","","","","","","","","","IJMJAIPA_00099","","",""
"group_610","","hypothetical protein","1","1","1","1","626","1","98","","275","275","275","","","","","","","","","","","","","","BOCOCLFO_00003","",""
"group_611","","hypothetical protein","1","1","1","1","627","1","97","","218","218","218","","","","","","","","","","","","","","BOCOCLFO_00004","",""
"group_612","","hypothetical protein","1","1","1","1","630","1","95","","242","242","242","","","","","","","","","","","","","","BOCOCLFO_00006","",""
"group_613","","hypothetical protein","1","1","1","1","631","1","94","","320","320","320","","","","","","","","","","","","","","BOCOCLFO_00007","",""
"group_614","","hypothetical protein","1","1","1","1","162","1","299","","239","239","239","","","","","","","","","","","","","","BOCOCLFO_00011","",""
"group_615","","hypothetical protein","1","1","1","1","86","1","372","","92","92","92","","","","","","","","","","","","","","BOCOCLFO_00049","",""
"group_616","","hypothetical protein","1","1","1","1","426","2","16","","728","728","728","","","","","","","","","","","","","","BOCOCLFO_00129","",""
"group_617","","hypothetical protein","1","1","1","1","286","1","115","","404","404","404","","","","","","","","","","","","","","BOCOCLFO_00166","",""
"group_618","","hypothetical protein","1","1","1","1","266","1","109","","560","560","560","","","","","","","","","","","","","","BOCOCLFO_00186","",""
"group_619","","hypothetical protein","1","1","1","1","265","1","140","","236","236","236","","","","","","","","","","","","","","BOCOCLFO_00187","",""
"group_620","","hypothetical protein","1","1","1","1","248","1","105","","290","290","290","","","","","","","","","","","","","","BOCOCLFO_00197","",""
"group_621","","hypothetical protein","1","1","1","1","615","1","99","","239","239","239","","","","","","","","","","","","","","","FLJIFKPE_00009",""
"group_622","","hypothetical protein","1","1","1","1","306","1","439","","164","164","164","","","","","","","","","","","","","","","FLJIFKPE_00092",""
"ITEVIR","","Intron-associated endonuclease 1","1","1","1","1","350","1","431","","722","722","722","","","","","","","","","","","","","","","FLJIFKPE_00098",""
"group_624","","hypothetical protein","1","1","1","1","440","2","26","","290","290","290","","","","","","","","","","","","","","","FLJIFKPE_00150",""
"group_625","","hypothetical protein","1","1","1","1","598","1","174","","230","230","230","","","","","","","","","","","","","","","","OOCDCBIJ_00010"
"group_626","","hypothetical protein","1","1","1","1","202","1","74","","176","176","176","","","","","","","","","","","","","","","","OOCDCBIJ_00021"
"group_627","","hypothetical protein","1","1","1","1","205","1","77","","224","224","224","","","","","","","","","","","","","","","","OOCDCBIJ_00023"
"group_628","","hypothetical protein","1","1","1","1","203","1","75","","311","311","311","","","","","","","","","","","","","","","","OOCDCBIJ_00025"
"group_629","","hypothetical protein","1","1","1","1","20","1","360","","254","254","254","","","","","","","","","","","","","","","","OOCDCBIJ_00082"
"group_630","","tRNA-Arg(tct)","1","1","1","1","303","1","422","","75","75","75","","","","","","","","","","","","","","","","OOCDCBIJ_00103"
"group_631","","hypothetical protein","1","1","1","1","228","1","227","","563","563","563","","","","","","","","","","","","","","","","OOCDCBIJ_00204"
"group_8","","hypothetical protein","1","1","1","1","392","3","18","","326","326","326","","","","","","","","","","APLKDIED_00093","","","","","",""
"group_95","","hypothetical protein","1","1","1","1","111","1","59","","170","170","170","NIGGIMMC_00169","","","","","","","","","","","","","","",""
